pname,cluster_kmeans,cluster_hdbscan,cluster_birch
4hiq,11,-1,0
4his,15,-1,0
4hj2,44,-1,3
4hj6,24,27,46
4hjs,15,6,16
4hjt,36,-1,10
4hju,15,6,16
4hjv,45,-1,1
4hk6,42,-1,28
4hk7,31,-1,41
4hk8,44,-1,46
4hk9,44,-1,46
4hkp,25,-1,15
4hkw,12,-1,43
4hla,19,-1,4
4hlc,30,-1,42
4hld,30,-1,42
4hlw,5,-1,10
4hmd,24,-1,46
4hme,15,-1,0
4hmn,25,-1,15
4hms,44,-1,3
4hmt,44,-1,46
4hmu,44,-1,3
4hmv,44,-1,3
4hmw,13,-1,46
4hmx,7,-1,2
4hmz,13,-1,46
4hn1,13,-1,46
4hn2,3,-1,16
4hn4,45,-1,1
4hnb,16,-1,15
4hnf,14,-1,17
4hnn,14,-1,1
4hoe,26,-1,0
4hof,15,-1,0
4hog,28,-1,4
4hoh,12,-1,23
4hon,8,-1,21
4hor,18,-1,3
4hos,18,-1,3
4hot,18,-1,3
4hoz,25,-1,13
4hpd,26,-1,0
4hph,25,-1,1
4hpi,24,-1,46
4hpj,25,-1,8
4hpp,43,-1,32
4hpt,27,16,20
4hpu,48,-1,21
4hpx,25,-1,10
4hr0,22,-1,17
4hr5,22,-1,17
4hrq,42,-1,46
4hrw,34,-1,36
4hs3,33,-1,19
4hse,13,-1,19
4ht0,5,20,26
4ht3,6,-1,18
4htx,36,-1,10
4hu1,28,-1,4
4huo,23,-1,19
4hut,42,-1,28
4huv,32,-1,19
4hv3,23,-1,19
4hv7,23,-1,13
4hva,44,-1,3
4hvb,48,-1,21
4hvc,42,-1,28
4hvd,46,-1,34
4hvh,36,-1,5
4hvi,48,-1,12
4hvk,44,-1,19
4hvs,48,-1,21
4hw3,22,-1,17
4hwk,11,-1,31
4hwo,44,-1,43
4hwp,18,-1,43
4hwr,44,-1,43
4hws,44,-1,43
4hwt,31,-1,49
4hww,9,-1,32
4hwz,13,-1,3
4hxk,28,-1,4
4hxl,20,-1,26
4hxm,20,24,12
4hxn,20,24,12
4hxo,28,-1,4
4hxp,20,24,26
4hxq,9,-1,32
4hxr,20,24,26
4hxs,20,24,12
4hxw,23,-1,19
4hxx,47,-1,12
4hy1,37,-1,6
4hy2,39,-1,49
4hy4,30,-1,30
4hy8,22,-1,17
4hyh,20,-1,12
4hyi,28,-1,4
4hym,37,-1,41
4hys,48,-1,21
4hyu,36,-1,7
4hyv,24,-1,28
4hyw,13,-1,46
4hz0,7,-1,2
4hze,10,-1,37
4hzf,44,-1,3
4hzm,45,-1,35
4hzo,24,-1,46
4hzp,23,-1,13
4hzt,27,-1,20
4hzw,5,-1,4
4hzx,36,-1,10
4hzz,48,-1,21
4i00,5,-1,4
4i01,13,-1,35
4i02,4,-1,35
4i03,5,-1,39
4i06,9,-1,32
4i09,23,-1,2
4i0a,24,-1,46
4i0b,13,-1,35
4i0d,46,11,14
4i0e,27,-1,14
4i0f,27,-1,20
4i0g,46,11,14
4i0r,2,-1,20
4i0s,27,-1,20
4i0t,27,-1,20
4i0z,27,11,14
4i10,2,11,14
4i11,27,16,20
4i12,2,-1,14
4i1c,5,-1,14
4i22,37,-1,41
4i2d,36,-1,7
4i2i,45,-1,25
4i2p,34,-1,31
4i39,22,-1,17
4i3a,22,-1,17
4i3g,32,-1,19
4i3v,24,-1,19
4i3w,44,-1,3
4i3z,20,-1,26
4i4b,26,-1,36
4i4e,3,-1,6
4i4f,48,-1,21
4i4s,24,-1,46
4i4u,4,-1,48
4i4v,24,27,46
4i4x,24,27,46
4i4y,24,27,46
4i53,19,-1,7
4i54,22,-1,17
4i56,26,-1,36
4i5c,46,-1,34
4i5h,28,-1,12
4i5i,18,-1,2
4i5m,31,-1,5
4i5p,28,-1,11
4i5x,25,-1,49
4i60,6,-1,0
4i67,24,27,46
4i6b,3,-1,5
4i6h,3,-1,16
4i6q,3,-1,10
4i6s,13,-1,19
4i71,31,-1,8
4i72,23,-1,30
4i73,31,-1,30
4i74,23,-1,41
4i7f,34,-1,31
4i7r,15,-1,48
4i85,3,6,16
4i87,31,6,16
4i89,36,-1,10
4i8c,36,-1,7
4i8p,36,-1,5
4i8w,19,-1,26
4i8z,19,-1,4
4i91,34,-1,18
4i94,7,-1,41
4i9a,6,-1,18
4i9b,3,-1,0
4i9i,20,-1,12
4i9j,41,-1,3
4i9t,41,-1,41
4i9z,8,17,21
4ia0,39,-1,49
4ia1,20,-1,26
4iac,27,-1,20
4iad,48,-1,14
4iaf,48,-1,14
4iai,48,-1,14
4iak,48,-1,14
4iay,48,-1,14
4iaz,48,-1,14
4ib0,48,-1,14
4ib1,46,-1,14
4ib3,27,-1,20
4ib6,8,-1,21
4ibb,4,-1,48
4ibc,6,-1,18
4ibd,6,-1,18
4ibe,6,-1,18
4ibf,6,-1,18
4ibg,6,-1,18
4ibi,6,-1,18
4ibj,4,-1,35
4ibk,6,-1,18
4ibm,2,-1,14
4icc,23,-1,19
4icl,34,-1,31
4ics,5,-1,39
4ict,38,-1,11
4id1,13,-1,46
4id5,34,-1,31
4idd,1,-1,28
4ide,1,-1,28
4idk,14,-1,31
4idn,7,-1,41
4ido,7,-1,2
4idq,18,-1,41
4idt,3,-1,16
4ie1,10,-1,24
4ie2,10,-1,37
4ie3,7,-1,37
4ie4,49,-1,5
4ie5,41,-1,2
4ie6,6,-1,45
4ie9,46,-1,14
4iee,13,-1,46
4iei,13,-1,46
4ien,26,-1,19
4iev,5,-1,39
4ifc,19,-1,7
4ifp,40,-1,27
4ifv,34,-1,31
4ifw,31,-1,49
4ifx,39,-1,49
4ify,22,-1,17
4ifz,31,-1,49
4ig0,34,-1,31
4ig1,7,-1,41
4ig3,14,-1,31
4ige,4,-1,35
4igf,41,-1,25
4igh,27,-1,20
4igq,6,-1,18
4igs,8,17,33
4igt,34,-1,36
4ih3,44,-1,19
4ih5,3,-1,16
4ih6,3,-1,16
4ih7,3,-1,16
4ii5,21,-1,5
4ii9,11,-1,17
4iil,26,-1,0
4iir,19,-1,7
4ij1,23,-1,3
4ij6,42,-1,46
4ijh,6,-1,48
4ijl,4,-1,48
4ijp,2,-1,20
4ijq,45,-1,22
4iju,34,-1,31
4ijv,15,-1,0
4ijw,34,-1,31
4ikm,40,-1,27
4ikn,32,-1,19
4ikr,47,-1,4
4iks,8,-1,21
4ikt,8,-1,21
4iku,35,-1,12
4ikz,25,-1,1
4il5,29,-1,8
4ilx,5,22,26
4imf,13,-1,28
4img,45,-1,1
4imo,22,-1,17
4ims,15,9,0
4imt,12,10,23
4imu,15,15,0
4imw,12,10,23
4imx,32,26,35
4inb,13,-1,48
4ini,41,-1,3
4inq,1,-1,23
4inw,26,-1,36
4inx,26,-1,35
4io5,15,-1,0
4io7,32,-1,19
4ioq,28,19,4
4iph,6,-1,18
4ipm,17,-1,2
4ipn,44,-1,3
4ips,49,-1,10
4ipw,49,-1,10
4iq7,49,-1,10
4iq9,38,-1,11
4iqk,39,-1,31
4iqu,1,-1,35
4iqy,45,-1,22
4irp,1,-1,28
4irx,44,-1,46
4is0,13,-1,19
4is9,34,-1,31
4isa,36,-1,10
4ise,16,-1,44
4isf,16,-1,44
4ish,8,-1,33
4isi,8,-1,33
4isk,29,-1,8
4isu,34,-1,31
4isz,3,-1,49
4ite,8,17,21
4ith,49,-1,5
4itj,31,-1,25
4itl,42,-1,28
4itm,7,-1,30
4itp,5,21,26
4itr,18,-1,3
4itu,37,-1,3
4iu0,24,-1,46
4iu1,26,-1,35
4iu4,24,-1,19
4iu6,47,-1,12
4iu7,6,-1,48
4iue,20,24,12
4iui,33,-1,19
4iuo,24,27,46
4iv2,33,-1,35
4iv4,25,-1,49
4iv9,45,-1,30
4iva,20,-1,26
4ivb,46,-1,34
4ivc,46,-1,34
4ivd,48,-1,12
4ivg,43,-1,8
4ivn,45,-1,13
4ivt,46,11,14
4ivw,13,-1,19
4ivy,4,-1,35
4iw2,4,-1,46
4iw6,15,-1,0
4iw8,33,-1,19
4iwc,26,-1,48
4iwd,46,-1,14
4iwf,4,-1,35
4iwn,24,-1,46
4iwz,5,20,26
4ix4,42,-1,28
4ix5,42,-1,28
4ix6,42,-1,28
4ixe,34,-1,31
4ixf,39,-1,33
4ixg,34,-1,31
4ixt,24,-1,46
4ixu,10,-1,8
4ixv,10,-1,32
4iy5,36,-1,22
4iy6,0,-1,15
4iz0,37,-1,6
4izd,31,-1,0
4izy,21,-1,7
4j02,7,-1,41
4j04,7,-1,6
4j06,15,-1,0
4j08,41,-1,25
4j0a,26,-1,0
4j0h,12,-1,43
4j0i,24,-1,3
4j0j,24,-1,46
4j0k,29,-1,3
4j0l,34,-1,36
4j0m,13,-1,19
4j0p,2,12,14
4j0q,18,-1,2
4j0r,28,19,4
4j0s,28,19,4
4j0t,2,12,14
4j0v,46,12,14
4j0y,46,11,14
4j0z,2,-1,14
4j17,2,12,14
4j1c,2,12,14
4j1e,46,11,14
4j1f,46,-1,14
4j1h,46,12,14
4j1i,2,-1,14
4j1k,46,11,14
4j1p,8,17,21
4j1z,47,-1,12
4j21,20,24,26
4j22,20,24,26
4j24,6,-1,18
4j26,1,-1,28
4j28,11,-1,0
4j2v,24,27,46
4j3d,39,-1,31
4j3e,8,-1,21
4j3i,20,24,26
4j3l,20,24,26
4j3m,20,-1,12
4j4b,26,-1,36
4j4h,26,-1,35
4j4o,24,-1,46
4j51,42,-1,3
4j52,2,-1,14
4j53,20,-1,12
4j5h,26,-1,36
4j5j,34,-1,36
4j5r,24,-1,46
4j5y,15,-1,0
4j6b,1,-1,35
4j6c,12,-1,23
4j6d,6,-1,23
4j6o,13,-1,46
4j6w,15,-1,0
4j6x,15,-1,0
4j74,39,-1,17
4j75,13,-1,46
4j7d,47,-1,33
4j7e,8,-1,21
4j7g,12,-1,23
4j7h,24,-1,46
4j7n,42,-1,28
4j7u,42,-1,28
4j83,39,-1,33
4j8b,23,-1,41
4j8m,7,-1,41
4j8o,8,-1,33
4j8t,26,-1,35
4j93,24,-1,19
4j96,14,-1,29
4j9z,15,-1,0
4ja1,48,-1,21
4ja8,13,-1,28
4jal,12,-1,23
4jao,23,-1,13
4jap,23,-1,13
4jaq,44,-1,3
4jat,44,-1,3
4jaw,34,-1,36
4jay,13,-1,46
4jb0,42,-1,23
4jbi,30,-1,1
4jbl,29,-1,8
4jbn,29,-1,47
4jbo,7,-1,2
4jbq,3,-1,6
4jbt,26,-1,46
4jbv,48,-1,12
4jc1,27,-1,20
4jca,42,-1,28
4jck,2,-1,14
4jd0,7,-1,6
4jd3,23,-1,13
4jd5,7,-1,38
4jdc,4,-1,48
4jdi,30,-1,30
4jdk,0,-1,49
4jdr,26,-1,35
4jdw,33,-1,19
4je5,26,-1,35
4je7,31,-1,30
4jem,24,-1,19
4jf5,44,-1,46
4jfd,13,-1,28
4jff,12,-1,23
4jfi,26,-1,35
4jfj,6,-1,18
4jfk,6,-1,18
4jfl,26,-1,35
4jfm,34,-1,18
4jfo,13,-1,19
4jfq,4,-1,19
4jfs,11,-1,0
4jft,11,-1,0
4jfu,11,-1,0
4jfv,34,-1,18
4jfw,11,-1,31
4jgx,13,-1,19
4jh7,26,-1,0
4jh9,26,-1,0
4jhg,3,-1,1
4jhh,37,-1,28
4ji9,46,-1,34
4jia,38,-1,34
4jib,48,-1,33
4jic,23,-1,13
4jie,16,-1,40
4jih,23,-1,13
4jii,25,-1,11
4jij,0,-1,49
4jik,20,-1,26
4jin,3,-1,16
4jip,10,-1,24
4jiq,23,-1,13
4jir,8,-1,21
4jiz,42,-1,3
4jjj,33,-1,28
4jjs,23,-1,30
4jju,7,-1,30
4jkv,13,-1,46
4jkw,33,-1,19
4jlh,13,-1,19
4jlj,42,-1,19
4jlk,1,-1,28
4jlm,45,-1,13
4jln,26,-1,35
4jls,44,-1,3
4jlt,7,-1,30
4jlv,42,-1,28
4jlz,34,-1,36
4jm5,8,-1,21
4jm9,8,-1,21
4jmo,4,-1,35
4jmu,24,-1,46
4jmz,8,-1,33
4jn2,26,-1,35
4jna,13,-1,19
4jnc,22,5,33
4jnj,24,-1,28
4jnm,23,-1,13
4jny,18,-1,3
4jnz,13,-1,46
4joo,46,11,14
4jor,24,-1,19
4jp3,33,-1,19
4jp4,36,-1,39
4jp9,27,16,20
4jpa,36,-1,39
4jpc,46,-1,14
4jpe,46,11,14
4jpg,0,-1,42
4jpt,39,-1,33
4jqe,28,-1,4
4jqg,39,-1,31
4jqj,22,-1,33
4jql,2,-1,14
4jqm,8,-1,21
4jqn,8,13,33
4jr5,41,-1,3
4jr7,48,-1,12
4jrb,23,-1,3
4jrg,8,-1,21
4jrz,32,-1,19
4jsc,39,-1,31
4jsd,37,-1,6
4jse,12,10,23
4jsf,15,15,0
4jsg,15,-1,35
4jsh,15,-1,0
4jsi,15,9,0
4jsj,12,10,23
4jsk,32,26,35
4jsl,42,26,19
4jsm,32,26,35
4jsr,34,-1,31
4jss,5,-1,26
4jst,1,-1,28
4jsy,42,-1,28
4jsz,5,21,26
4jt2,1,-1,28
4jt4,1,-1,28
4jt8,34,-1,31
4jt9,23,-1,30
4jta,24,-1,19
4ju3,41,-1,25
4ju4,41,-1,25
4ju6,15,-1,0
4ju7,25,-1,13
4jui,24,-1,46
4jv6,24,-1,28
4jv7,8,-1,21
4jv8,26,-1,36
4jv9,20,-1,26
4jva,32,-1,13
4jve,8,-1,33
4jvl,30,-1,2
4jvm,7,-1,2
4jvn,17,-1,2
4jvq,32,-1,25
4jvr,8,-1,21
4jwf,26,-1,35
4jwh,31,-1,30
4jwj,10,-1,9
4jwk,44,-1,19
4jwl,24,-1,46
4jwr,8,-1,21
4jwx,13,-1,35
4jwy,45,-1,13
4jx1,25,-1,1
4jx7,2,-1,20
4jx9,24,-1,19
4jxc,18,-1,3
4jxh,42,-1,28
4jxv,10,-1,8
4jxw,29,-1,8
4jy9,18,-1,3
4jyb,18,-1,3
4jyc,10,-1,37
4jyd,18,-1,3
4jye,44,-1,3
4jyf,17,-1,2
4jym,22,-1,17
4jyu,8,-1,21
4jz8,18,-1,3
4jz9,24,-1,19
4jzb,32,-1,13
4jzd,48,-1,21
4jzf,39,-1,33
4jzr,36,-1,10
4jzu,33,-1,19
4jzv,34,-1,36
4jzx,26,-1,19
4k0b,1,-1,28
4k0w,23,-1,30
4k0y,20,-1,26
4k10,15,-1,16
4k18,2,-1,4
4k1b,2,12,14
4k1i,25,-1,1
4k1j,45,-1,1
4k1k,34,-1,36
4k1y,4,-1,46
4k1z,11,-1,45
4k21,11,-1,45
4k26,11,-1,31
4k2f,18,-1,2
4k2g,37,-1,41
4k2i,45,-1,30
4k2m,45,-1,30
4k2y,38,-1,34
4k30,24,-1,28
4k33,48,-1,21
4k36,29,-1,13
4k37,4,-1,3
4k38,4,-1,13
4k39,4,-1,35
4k3h,1,-1,35
4k3k,44,-1,3
4k3l,44,-1,3
4k3m,26,-1,0
4k3n,18,-1,3
4k3o,18,-1,2
4k3p,1,-1,28
4k3q,18,-1,3
4k3r,17,-1,2
4k41,49,-1,5
4k47,4,-1,35
4k4e,20,24,26
4k4j,14,-1,17
4k4q,19,-1,4
4k4r,19,-1,4
4k55,33,-1,19
4k5d,32,9,0
4k5e,12,-1,23
4k5f,32,9,0
4k5g,15,9,0
4k5h,15,-1,0
4k5i,15,-1,0
4k5j,33,26,35
4k5k,32,26,35
4k5l,39,-1,33
4k5m,22,-1,33
4k5n,39,-1,31
4k5o,8,-1,21
4k5p,39,-1,33
4k5u,32,-1,0
4k5z,2,-1,14
4k60,38,-1,34
4k69,0,-1,10
4k6i,22,-1,39
4k6y,24,-1,46
4k75,24,27,46
4k77,46,-1,34
4k79,13,-1,46
4k7n,26,-1,35
4k7o,13,-1,46
4k80,13,-1,46
4k81,45,-1,1
4k85,13,-1,46
4k8s,2,-1,14
4k90,26,-1,36
4k9g,24,-1,46
4k9h,27,16,20
4k9r,25,-1,13
4k9t,23,-1,13
4k9y,21,-1,29
4kai,37,-1,6
4kak,8,-1,33
4kao,3,-1,5
4kap,5,20,26
4kar,24,-1,46
4kas,4,-1,3
4kat,42,-1,28
4kax,32,-1,3
4kb7,39,-1,16
4kb8,14,-1,17
4kba,48,-1,17
4kbc,14,-1,17
4kbf,7,-1,41
4kbi,37,-1,0
4kbk,21,-1,29
4kbn,5,-1,26
4kbs,42,-1,28
4kcf,24,-1,46
4kcg,23,-1,3
4kch,12,10,23
4kci,12,10,23
4kcj,12,10,23
4kck,12,10,23
4kcl,12,10,23
4kcm,12,10,23
4kcn,15,9,0
4kco,15,15,0
4kcp,15,-1,0
4kcq,32,26,19
4kcr,15,-1,0
4kcs,32,26,35
4kct,33,-1,19
4kcu,24,-1,28
4kcv,33,-1,19
4kcw,42,-1,19
4kcx,20,-1,26
4kd1,20,-1,26
4kdn,20,-1,26
4ke0,46,-1,14
4ke5,37,-1,6
4keb,5,-1,26
4kec,4,-1,46
4kew,22,-1,33
4key,8,-1,33
4kf1,45,-1,13
4kfb,34,-1,31
4kfj,8,7,33
4kfn,11,-1,17
4kfo,11,-1,17
4kfp,23,-1,3
4kfs,42,-1,28
4kft,32,-1,6
4kfu,1,-1,28
4kg9,15,-1,0
4kgd,37,-1,0
4kgm,0,-1,22
4kgv,42,-1,28
4kgx,42,-1,28
4kgz,42,-1,28
4kh0,42,-1,28
4kh1,42,-1,28
4khm,37,-1,6
4khr,32,-1,0
4ki0,21,-1,29
4kib,17,-1,2
4kic,13,-1,46
4kif,41,-1,2
4kig,42,-1,3
4kil,28,-1,4
4kin,43,-1,34
4kio,9,-1,34
4kip,30,-1,40
4kiq,49,-1,37
4kjg,13,-1,19
4kjj,21,-1,21
4kjk,5,-1,26
4kjl,20,-1,26
4kju,24,-1,19
4kjv,24,-1,46
4kkx,30,-1,8
4kl9,39,-1,33
4klv,25,-1,39
4klw,11,-1,0
4klx,5,-1,4
4km0,8,-1,33
4km2,5,-1,26
4kmb,42,-1,28
4kmv,41,-1,25
4kmw,31,-1,38
4kmz,6,-1,18
4kn0,6,-1,1
4kn1,6,-1,1
4knb,14,-1,10
4kne,5,-1,26
4kni,5,21,26
4knj,5,22,26
4knm,28,-1,4
4knn,5,-1,26
4knr,16,-1,15
4knx,24,-1,46
4ko0,22,-1,17
4ko8,17,-1,2
4koa,33,-1,19
4kor,11,-1,0
4kos,11,-1,0
4kot,11,-1,0
4kou,15,-1,0
4kov,35,-1,39
4kow,35,-1,39
4kox,11,-1,0
4koy,11,-1,0
4kp5,11,-1,18
4kp6,47,-1,12
4kp7,9,-1,27
4kp8,11,-1,18
4kpa,22,-1,33
4kpm,24,-1,46
4kpx,23,-1,35
4kpz,16,-1,15
4kq6,42,-1,3
4kqg,24,27,46
4kqi,24,-1,46
4kqj,24,-1,46
4kql,24,-1,46
4kqq,33,-1,19
4kqr,37,-1,0
4kqw,39,-1,49
4kqx,39,-1,49
4krg,1,-1,19
4kri,44,-1,3
4krs,20,24,26
4krv,31,-1,2
4ks1,46,-1,14
4ks4,39,-1,49
4ks7,31,-1,5
4ks8,30,-1,42
4kt8,44,-1,3
4ktf,46,-1,11
4ktj,5,-1,4
4ktk,19,-1,4
4ktl,5,-1,4
4ktr,25,-1,30
4ku7,42,-1,28
4kup,37,25,30
4kux,13,-1,46
4kv0,5,22,26
4kv1,28,-1,4
4kv4,8,17,21
4kv8,34,-1,31
4kv9,7,-1,41
4kva,31,-1,38
4kvd,33,-1,13
4kvg,18,-1,3
4kvi,13,-1,46
4kvl,4,-1,35
4kvq,49,-1,10
4kvw,13,-1,46
4kvy,13,-1,46
4kvz,37,-1,19
4kwc,20,-1,26
4kwd,24,-1,46
4kwh,42,-1,28
4kwi,42,-1,28
4kwo,21,-1,12
4kwp,2,-1,14
4kx8,34,-1,31
4kxb,34,-1,31
4kxl,44,-1,46
4kxm,12,-1,23
4kxn,44,-1,46
4kxq,23,-1,19
4kxu,31,-1,25
4kxv,33,-1,3
4kxw,33,-1,19
4kxx,3,-1,25
4ky2,15,6,16
4kyc,40,-1,27
4kyd,12,-1,43
4kyh,42,-1,28
4kyk,1,-1,35
4kyq,30,-1,30
4kys,23,-1,13
4kz3,10,-1,8
4kz5,31,-1,37
4kz7,29,-1,8
4kz8,31,-1,37
4kz9,29,-1,8
4kza,10,-1,8
4kzb,29,-1,8
4kzl,20,24,26
4kzq,20,24,26
4kzu,28,-1,12
4kzv,12,-1,23
4l09,20,24,26
4l0b,20,24,26
4l0i,20,24,26
4l0s,20,24,26
4l0t,20,24,26
4l0v,20,24,26
4l10,20,24,26
4l19,0,-1,22
4l1k,24,-1,19
4l1t,15,6,16
4l1w,23,-1,46
4l1x,5,-1,4
4l2f,20,24,12
4l2g,47,-1,12
4l2i,44,-1,3
4l2k,20,24,26
4l2l,5,-1,39
4l2z,42,-1,3
4l31,20,24,26
4l32,20,24,26
4l33,20,24,26
4l34,20,24,26
4l3j,21,-1,12
4l3l,21,-1,29
4l40,33,-1,19
4l49,0,-1,22
4l4a,0,-1,22
4l4b,0,-1,49
4l4c,0,-1,22
4l4d,0,-1,22
4l4e,0,-1,22
4l4f,0,-1,22
4l4g,0,-1,22
4l4l,35,-1,39
4l4m,44,-1,3
4l4v,45,-1,36
4l4z,18,-1,43
4l50,23,-1,13
4l51,44,-1,3
4l5b,45,-1,13
4l5l,42,-1,19
4l5m,4,-1,35
4l5o,24,-1,19
4l5z,14,-1,16
4l64,30,-1,49
4l65,45,-1,30
4l6c,10,-1,34
4l6g,39,-1,49
4l6h,45,-1,30
4l6s,22,-1,39
4l6z,5,-1,26
4l70,48,-1,21
4l77,41,-1,25
4l7b,24,-1,19
4l7c,11,-1,31
4l7d,24,-1,46
4l7f,14,-1,17
4l7i,7,-1,41
4l7l,48,-1,21
4l7n,48,-1,21
4l7o,48,-1,21
4l7p,48,-1,21
4l7r,22,-1,17
4l7s,46,-1,14
4l8a,11,-1,0
4l8d,44,-1,19
4l8f,45,-1,23
4l8g,37,-1,6
4l8m,10,-1,37
4l8q,6,-1,45
4l8u,24,-1,46
4l8z,27,16,20
4l91,27,16,20
4l94,2,16,14
4l9i,16,-1,15
4l9k,13,-1,46
4l9p,13,-1,46
4l9s,37,-1,28
4l9w,45,-1,28
4la0,33,-1,46
4la6,11,-1,0
4la7,38,-1,39
4lae,8,17,21
4lag,47,-1,12
4lah,8,13,33
4lal,44,-1,23
4lam,1,-1,28
4lau,22,17,33
4laz,47,-1,4
4lb3,22,-1,33
4lb4,5,-1,39
4lbd,23,-1,30
4lbk,27,-1,20
4lbl,27,-1,20
4lbm,27,-1,20
4lbr,22,-1,33
4lbs,22,-1,33
4lbt,14,-1,45
4lbu,20,-1,4
4lbv,10,-1,9
4lbw,10,-1,9
4lbz,38,-1,9
4lc0,10,-1,9
4lc1,37,-1,41
4lc5,42,-1,46
4lcf,39,-1,31
4lcg,22,-1,17
4lch,39,-1,31
4lcn,26,-1,36
4lcp,26,-1,36
4lcq,42,-1,28
4lcr,42,-1,28
4lcs,42,-1,28
4lcw,1,-1,35
4ld2,44,-1,46
4ldj,7,-1,2
4led,42,-1,28
4lek,8,17,21
4leq,20,-1,12
4lfi,48,-1,21
4lfl,3,-1,25
4lfm,11,-1,31
4lfv,17,-1,2
4lge,30,-1,30
4lgg,3,-1,5
4lgu,0,-1,22
4lh5,24,-1,46
4lh6,12,-1,43
4lh7,24,-1,46
4lhd,30,-1,38
4lhh,37,25,30
4lhm,44,-1,46
4lht,45,-1,30
4lhv,17,-1,2
4lhw,17,-1,2
4li4,39,-1,31
4li6,47,-1,12
4li7,20,24,26
4lik,25,-1,13
4lix,14,-1,31
4lj5,0,-1,17
4lj6,14,-1,17
4lj8,34,-1,1
4lj9,34,-1,1
4lja,0,-1,17
4ljh,41,-1,41
4lk7,18,-1,3
4lkd,24,-1,19
4lke,24,-1,19
4lkf,24,-1,19
4lkk,34,-1,36
4lkl,15,-1,0
4lkm,39,-1,31
4lkq,5,-1,26
4ll3,19,-1,4
4llj,5,20,26
4llk,5,20,26
4llx,20,-1,26
4lm0,5,-1,26
4lm1,20,-1,26
4lm2,5,-1,26
4lm3,5,-1,26
4lm4,5,20,26
4lm7,5,-1,26
4lmb,10,-1,24
4ln7,28,-1,4
4lnb,13,-1,19
4lng,33,-1,19
4lnl,18,-1,2
4lnw,14,-1,17
4lnx,11,-1,18
4lo1,11,-1,45
4lo2,33,-1,19
4lo3,33,-1,35
4lo6,41,-1,41
4lok,0,-1,49
4lol,1,-1,35
4loo,49,-1,5
4lop,49,-1,11
4loq,31,-1,5
4lov,47,-1,12
4loy,47,4,12
4lp0,37,-1,30
4lp9,22,-1,33
4lpb,37,-1,30
4lpc,33,-1,19
4lpg,44,-1,3
4lph,18,-1,2
4lpk,37,-1,28
4lps,42,-1,23
4lq9,42,-1,28
4lqy,26,-1,35
4lr6,20,24,26
4lr8,18,-1,2
4lr9,29,-1,47
4lrb,18,-1,2
4lre,29,-1,47
4lrf,29,-1,47
4lrg,20,24,26
4lrj,15,-1,28
4lrr,16,-1,15
4lrw,14,-1,1
4ls3,24,-1,46
4ls7,21,-1,29
4lsa,24,-1,46
4lsj,45,-1,1
4lsy,34,-1,36
4ltm,4,-1,35
4ltn,1,-1,19
4lts,41,-1,3
4ltw,35,-1,4
4ltz,22,-1,17
4lu3,39,-1,49
4luc,30,-1,38
4luo,4,-1,48
4lus,14,-1,10
4lut,14,-1,10
4luu,22,-1,18
4luv,4,-1,48
4luw,32,26,35
4lux,12,10,23
4luz,4,-1,48
4lv4,34,-1,18
4lv6,30,-1,38
4lv9,23,-1,13
4lva,11,-1,1
4lvb,22,-1,33
4lvd,5,-1,39
4lvf,22,-1,17
4lvg,23,-1,13
4lw1,4,-1,48
4lw3,3,-1,5
4lw6,30,-1,42
4lwa,48,14,39
4lwb,48,14,39
4lwc,4,-1,48
4lwp,33,-1,19
4lwt,39,-1,17
4lwu,39,-1,17
4lwv,8,-1,21
4lww,11,-1,17
4lx0,46,-1,34
4lx9,1,-1,28
4lxa,46,11,14
4lxb,19,3,10
4lxh,29,-1,3
4lxi,29,-1,8
4lxj,33,-1,35
4lxk,46,-1,14
4lxm,27,16,20
4lxq,39,-1,33
4lxt,11,-1,17
4lxu,11,-1,17
4lxw,6,-1,18
4lxx,22,-1,17
4lxy,39,-1,33
4lxz,49,-1,11
4ly0,39,-1,33
4ly1,5,-1,26
4ly3,39,-1,33
4ly9,7,-1,30
4lya,26,-1,0
4lye,29,-1,8
4lyf,1,-1,28
4lyh,1,-1,28
4lyj,1,-1,28
4lyn,49,-1,5
4lyq,18,-1,3
4lyw,20,24,4
4lz0,45,-1,1
4lz3,22,-1,18
4lz5,39,-1,31
4lz7,39,-1,31
4lz8,39,-1,31
4lzj,42,-1,28
4lzr,20,24,26
4lzs,28,19,20
4m00,3,-1,31
4m0r,37,-1,6
4m0y,9,-1,34
4m0z,10,-1,34
4m11,11,-1,31
4m12,38,-1,37
4m13,38,-1,37
4m14,46,-1,14
4m15,9,-1,34
4m1o,42,-1,28
4m1s,42,-1,28
4m1t,1,-1,28
4m1u,26,-1,35
4m1w,42,-1,28
4m1y,1,-1,28
4m21,1,-1,28
4m22,42,-1,28
4m2e,44,-1,46
4m2f,45,-1,13
4m2k,24,-1,19
4m2r,5,20,26
4m2u,5,22,26
4m2v,5,20,26
4m2w,5,20,26
4m37,44,-1,3
4m38,1,-1,3
4m3b,22,-1,33
4m3d,22,13,33
4m3e,46,-1,14
4m3f,22,-1,33
4m3g,22,13,33
4m3m,46,-1,14
4m3p,34,-1,49
4m49,45,-1,1
4m4k,30,-1,42
4m4q,28,-1,4
4m51,35,-1,49
4m52,24,-1,28
4m54,23,-1,13
4m56,43,-1,40
4m5g,10,-1,32
4m5h,9,-1,32
4m5i,9,-1,32
